LIMIT_BAL,AGE,code_repayment_sept,code_repayment_aug,code_repayment_july,code_repayment_june,code_repayment_may,code_repayment_april,Dues,Previous_payments,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
30000.0,24,1,2,-1,-1,-1,-1,5527.0,2340.0,1,0,0,1,0,0,0,1,0
80000.0,43,-1,-1,-1,-2,-2,-1,23449.0,3282.0,0,1,1,0,0,0,1,0,0
50000.0,28,0,0,0,-2,-2,-2,99264.0,2500.0,1,0,0,1,0,0,1,0,0
80000.0,29,0,0,0,0,0,0,162529.0,10632.0,0,1,0,1,0,0,0,1,0
360000.0,31,-1,-1,2,-1,-1,-1,35988.0,38929.0,0,1,1,0,0,0,1,0,0
160000.0,44,0,0,0,0,0,0,935784.0,38010.0,1,0,1,0,0,0,1,0,0
10000.0,32,-1,-1,0,0,0,0,44758.0,11583.0,0,1,0,1,0,0,0,1,0
100000.0,43,0,0,0,0,0,0,309129.0,10839.0,0,1,0,0,1,0,0,0,1
180000.0,38,0,0,0,0,0,0,978731.0,36252.0,0,1,0,1,0,0,0,1,0
100000.0,25,0,0,0,0,0,0,323085.0,9680.0,1,0,0,0,1,0,0,1,0
400000.0,30,0,0,0,0,0,0,926444.0,230783.0,0,1,1,0,0,0,0,1,0
310000.0,36,-2,-2,-2,-2,-2,-1,114964.0,45845.0,1,0,1,0,0,0,0,1,0
140000.0,28,0,0,0,0,0,0,661559.0,28954.0,0,1,0,1,0,0,1,0,0
400000.0,31,-2,-2,-2,-2,-2,-2,31197.0,72124.0,0,1,1,0,0,0,0,1,0
100000.0,42,0,0,2,0,0,0,502386.0,20133.0,0,1,1,0,0,0,0,1,0
300000.0,33,-1,-1,-1,-1,-1,-2,1850.0,1600.0,1,0,1,0,0,0,1,0,0
240000.0,38,0,0,2,0,0,0,674599.0,26354.0,0,1,0,0,1,0,1,0,0
30000.0,26,2,3,2,2,2,2,167696.0,6423.0,0,1,0,0,1,0,0,1,0
20000.0,31,2,2,2,2,2,2,99192.0,10583.0,1,0,0,0,1,0,0,1,0
200000.0,36,0,0,0,0,0,0,724051.0,52681.0,0,1,0,1,0,0,1,0,0
380000.0,44,0,0,0,0,-1,-1,28497.0,21347.0,0,1,0,0,1,0,1,0,0
260000.0,42,-1,-1,-1,-1,-1,-1,23660.0,20884.0,0,1,1,0,0,0,1,0,0
120000.0,38,1,-2,-1,0,0,-2,8100.0,4065.0,0,1,1,0,0,0,1,0,0
100000.0,44,-1,-1,-1,-1,-1,-1,2340.0,2340.0,1,0,0,1,0,0,1,0,0
440000.0,42,0,0,0,0,0,0,317773.0,36000.0,1,0,0,1,0,0,0,1,0
120000.0,26,0,0,0,0,0,0,329158.0,13129.0,0,1,1,0,0,0,0,1,0
280000.0,45,-2,-2,-2,-2,-2,-2,38394.0,24026.0,1,0,0,0,1,0,1,0,0
30000.0,25,2,-1,2,-1,-1,-1,23844.0,38683.0,1,0,1,0,0,0,0,1,0
120000.0,52,0,0,0,0,0,0,747736.0,54286.0,0,1,0,1,0,0,0,1,0
80000.0,29,0,0,2,2,0,0,332232.0,14948.0,0,1,0,1,0,0,1,0,0
100000.0,42,-2,-2,-2,-2,-2,-2,23453.0,21667.0,0,1,0,1,0,0,1,0,0
350000.0,43,-1,-1,-1,0,-1,-1,95517.0,179308.0,0,1,1,0,0,0,1,0,0
140000.0,24,0,0,0,2,2,2,817397.0,33602.0,1,0,0,1,0,0,0,1,0
220000.0,46,0,0,0,2,2,0,512940.0,25000.0,0,1,0,1,0,0,0,1,0
30000.0,41,0,0,0,0,0,0,158238.0,8000.0,0,1,0,1,0,0,1,0,0
180000.0,30,0,0,0,0,0,0,1020425.0,37973.0,0,1,0,1,0,0,0,1,0
130000.0,45,0,0,0,0,0,2,771399.0,34710.0,0,1,0,1,0,0,1,0,0
100000.0,32,-1,-1,2,-1,0,-1,105775.0,83411.0,0,1,0,0,1,0,1,0,0
170000.0,28,1,-1,-1,-1,-1,-1,2047.0,2047.0,0,1,1,0,0,0,1,0,0
230000.0,34,0,-1,-1,-1,-1,-1,312050.0,108090.0,0,1,0,1,0,0,1,0,0
60000.0,24,-1,-1,-1,-2,-1,-1,19780.0,20040.0,1,0,1,0,0,0,0,1,0
220000.0,37,-1,-1,-1,-1,-1,-1,21048.0,20816.0,0,1,0,1,0,0,0,1,0
50000.0,52,1,2,0,0,0,2,171979.0,6220.0,0,1,0,1,0,0,0,1,0
260000.0,33,-2,-2,-2,-1,-1,0,574724.0,62690.0,0,1,0,1,0,0,1,0,0
530000.0,39,0,0,0,0,0,0,2050858.0,73385.0,0,1,0,1,0,0,0,1,0
180000.0,35,-1,-1,-1,-1,0,0,67185.0,47816.0,0,1,1,0,0,0,0,1,0
360000.0,32,0,0,0,0,0,0,575409.0,57000.0,0,1,0,1,0,0,0,1,0
100000.0,27,0,0,0,0,0,0,298106.0,12222.0,0,1,0,1,0,0,0,1,0
180000.0,44,0,0,0,0,0,0,147126.0,8502.0,0,1,0,1,0,0,0,1,0
320000.0,29,-1,-1,-1,0,0,0,121000.0,55103.0,1,0,1,0,0,0,0,1,0
140000.0,32,1,2,2,2,2,3,429160.0,18700.0,1,0,0,1,0,0,0,1,0
60000.0,23,0,0,0,0,0,0,142540.0,8982.0,0,1,0,1,0,0,0,1,0
130000.0,31,0,0,0,0,0,0,607667.0,23800.0,0,1,0,1,0,0,0,1,0
220000.0,60,-1,-1,-1,-1,-1,-1,30479.0,29108.0,1,0,0,1,0,0,1,0,0
40000.0,51,0,0,0,0,0,0,419329.0,41802.0,0,1,0,1,0,0,1,0,0
260000.0,32,-1,0,0,0,0,0,90337.0,21492.0,1,0,0,1,0,0,1,0,0
230000.0,32,0,0,0,0,0,0,250838.0,55139.0,1,0,1,0,0,0,0,1,0
210000.0,37,1,-1,-1,-2,-2,-1,1900.0,1900.0,1,0,1,0,0,0,0,1,0
30000.0,23,2,0,0,0,0,0,162770.0,12196.0,0,1,0,1,0,0,1,0,0
500000.0,31,-2,-2,-2,-2,-2,-2,126865.0,148665.0,1,0,0,0,1,0,0,1,0
270000.0,44,0,0,-1,0,0,0,202453.0,98932.0,0,1,0,1,0,0,1,0,0
260000.0,34,0,0,0,0,0,0,437976.0,189111.0,1,0,0,1,0,0,0,1,0
180000.0,31,-1,-1,-1,-1,-1,-1,5466.0,5498.0,1,0,1,0,0,0,0,1,0
480000.0,38,0,0,0,0,0,0,210366.0,18013.0,0,1,1,0,0,0,1,0,0
130000.0,35,0,0,-1,0,0,0,36416.0,12518.0,1,0,0,1,0,0,0,1,0
120000.0,43,0,0,0,0,0,2,150022.0,23000.0,0,1,1,0,0,0,1,0,0
80000.0,29,2,2,0,0,2,0,163202.0,8380.0,0,1,1,0,0,0,0,1,0
50000.0,34,-2,-2,-2,-2,-2,-2,2960.0,2955.0,0,1,0,1,0,0,0,1,0
50000.0,39,0,0,0,0,0,0,74310.0,4165.0,1,0,0,1,0,0,1,0,0
200000.0,40,0,0,3,2,2,2,1012111.0,42170.0,1,0,0,1,0,0,1,0,0
30000.0,22,0,0,0,0,0,-2,114070.0,3523.0,0,1,0,1,0,0,0,1,0
140000.0,37,0,0,0,0,0,0,357460.0,10668.0,1,0,0,1,0,0,1,0,0
60000.0,34,0,0,0,0,0,0,224665.0,8657.0,1,0,0,0,1,0,0,1,0
500000.0,64,1,-1,-1,-1,-1,-1,4480.0,4920.0,0,1,0,1,0,0,1,0,0
180000.0,26,-1,-1,-1,-1,-1,-1,67675.0,72597.0,0,1,1,0,0,0,0,1,0
50000.0,49,0,-1,-1,-1,0,0,7299.0,4953.0,1,0,0,0,1,0,1,0,0
140000.0,26,0,0,0,0,-1,0,517342.0,190208.0,1,0,1,0,0,0,0,1,0
240000.0,29,0,0,0,0,0,0,253732.0,26602.0,0,1,0,1,0,0,0,1,0
50000.0,29,2,2,2,0,0,0,63951.0,7000.0,0,1,0,1,0,0,0,1,0
150000.0,29,-1,-1,-1,0,0,0,22217.0,16020.0,0,1,1,0,0,0,1,0,0
50000.0,25,-1,2,0,0,0,-1,11773.0,3670.0,0,1,1,0,0,0,0,1,0
390000.0,41,-2,-2,-2,-2,-2,-2,-78.0,13.0,0,1,1,0,0,0,0,1,0
300000.0,46,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,1,0,0,0,0,1,0
200000.0,50,-1,-1,-1,0,0,-1,70380.0,58983.0,0,1,1,0,0,0,1,0,0
120000.0,42,0,0,0,0,0,0,674570.0,25767.0,0,1,0,1,0,0,1,0,0
260000.0,30,0,0,0,0,0,0,344212.0,10494.0,0,1,1,0,0,0,0,1,0
50000.0,27,0,0,0,0,0,0,115206.0,5369.0,1,0,0,1,0,0,0,1,0
260000.0,48,0,0,0,0,0,0,408954.0,214748.0,1,0,0,0,0,1,1,0,0
50000.0,56,0,0,0,0,0,0,242806.0,13900.0,0,1,0,0,1,0,1,0,0
270000.0,29,0,0,0,0,-1,-1,78706.0,16329.0,1,0,0,1,0,0,0,1,0
230000.0,27,0,0,0,0,0,0,79685.0,106070.0,1,0,1,0,0,0,0,1,0
270000.0,37,2,0,0,0,0,0,795206.0,33000.0,1,0,1,0,0,0,1,0,0
50000.0,29,0,0,0,0,0,0,160788.0,8500.0,0,1,0,1,0,0,0,1,0
130000.0,35,-1,-1,-1,-1,-1,-1,7311.0,963.0,0,1,1,0,0,0,1,0,0
10000.0,22,0,0,0,0,0,0,59464.0,3836.0,0,1,1,0,0,0,0,1,0
310000.0,42,-2,-1,0,0,0,0,1274449.0,310000.0,0,1,0,1,0,0,0,1,0
150000.0,25,0,0,0,0,0,0,198069.0,30193.0,0,1,1,0,0,0,0,1,0
100000.0,31,-2,-2,-2,-2,-2,-2,15957.0,13968.0,0,1,0,1,0,0,0,1,0
390000.0,38,-2,-2,-2,-2,-1,-1,980.0,739.0,0,1,0,0,1,0,1,0,0
220000.0,42,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,0,0,0,1,0,0
80000.0,41,0,-1,-1,-1,-1,-1,49688.0,7582.0,0,1,0,0,1,0,1,0,0
180000.0,29,-1,-1,-1,-1,-1,-1,13050.0,28448.0,1,0,1,0,0,0,0,1,0
260000.0,35,1,2,0,0,2,0,918053.0,35132.0,1,0,1,0,0,0,0,1,0
140000.0,28,2,2,2,0,0,2,172568.0,9001.0,0,1,0,1,0,0,0,1,0
170000.0,41,-2,-2,-2,-2,-1,-1,31241.0,28738.0,1,0,0,1,0,0,0,1,0
180000.0,41,2,0,0,0,2,0,647601.0,32130.0,1,0,0,0,1,0,1,0,0
30000.0,46,0,0,0,0,0,0,168960.0,6824.0,0,1,0,1,0,0,1,0,0
500000.0,36,0,0,0,0,0,0,1410163.0,49753.0,0,1,1,0,0,0,1,0,0
130000.0,34,0,0,0,0,0,0,163401.0,6820.0,1,0,1,0,0,0,0,1,0
50000.0,47,0,0,0,0,0,0,203013.0,9498.0,1,0,0,1,0,0,0,1,0
420000.0,27,-1,-1,-1,-1,0,0,71539.0,56017.0,0,1,1,0,0,0,0,1,0
100000.0,41,0,0,0,0,0,0,493928.0,16809.0,0,1,0,1,0,0,0,1,0
500000.0,36,0,-1,-1,-1,-1,0,57287.0,65037.0,1,0,0,0,1,0,0,1,0
400000.0,29,-1,-1,0,0,0,0,400973.0,258737.0,0,1,1,0,0,0,0,1,0
50000.0,58,0,0,0,-2,-2,-1,112256.0,12800.0,1,0,0,0,1,0,1,0,0
140000.0,36,0,0,0,0,0,0,517103.0,18551.0,1,0,0,1,0,0,0,1,0
360000.0,32,-2,-2,-2,-2,-2,-2,84617.0,75093.0,1,0,0,1,0,0,0,0,1
200000.0,41,-1,-1,-1,0,0,-1,94321.0,65059.0,0,1,1,0,0,0,1,0,0
410000.0,28,-2,-2,-2,-2,-2,-2,11233.0,7065.0,0,1,1,0,0,0,0,1,0
420000.0,45,2,0,0,0,0,0,2424079.0,91706.0,0,1,1,0,0,0,1,0,0
500000.0,41,0,0,0,0,0,0,1452253.0,40863.0,1,0,0,1,0,0,1,0,0
450000.0,29,0,0,0,0,0,0,343762.0,75343.0,1,0,0,1,0,0,0,1,0
230000.0,27,-2,-2,-2,-2,-2,-2,1956.0,1956.0,0,1,0,1,0,0,0,1,0
20000.0,24,1,2,0,0,0,0,79011.0,8033.0,1,0,0,1,0,0,0,1,0
200000.0,30,0,0,0,0,0,0,1031118.0,40797.0,1,0,0,1,0,0,0,1,0
50000.0,52,1,2,0,0,0,0,142875.0,6900.0,1,0,0,0,1,0,1,0,0
80000.0,29,0,0,2,0,0,0,323559.0,8800.0,0,1,0,1,0,0,1,0,0
20000.0,42,1,2,0,0,2,0,74382.0,5615.0,1,0,0,1,0,0,0,1,0
30000.0,24,2,2,2,0,0,0,89544.0,7371.0,0,1,1,0,0,0,0,1,0
170000.0,52,3,2,2,-2,-1,-1,9407.0,6549.0,1,0,0,1,0,0,1,0,0
350000.0,55,-1,-1,-1,-1,-1,-1,30233.0,24280.0,1,0,1,0,0,0,1,0,0
120000.0,28,0,0,2,2,0,0,91689.0,10116.0,1,0,1,0,0,0,0,1,0
160000.0,35,-1,-1,-1,-1,-1,-1,4656.0,4656.0,0,1,0,1,0,0,1,0,0
150000.0,24,1,-2,-2,-2,-1,-1,4000.0,6000.0,0,1,0,1,0,0,0,1,0
30000.0,22,0,-1,0,0,0,0,81969.0,28318.0,0,1,0,1,0,0,0,0,1
110000.0,32,0,0,0,0,0,0,551895.0,24394.0,1,0,0,1,0,0,0,1,0
130000.0,23,2,2,2,2,0,0,635467.0,25622.0,0,1,0,1,0,0,0,1,0
10000.0,43,3,2,2,4,3,2,60227.0,3850.0,1,0,0,1,0,0,1,0,0
300000.0,40,1,-2,-2,-2,-1,-1,280.0,280.0,0,1,0,1,0,0,1,0,0
20000.0,50,1,2,0,0,2,0,7210.0,2450.0,1,0,0,1,0,0,1,0,0
140000.0,28,1,3,4,3,2,0,469838.0,11147.0,1,0,0,1,0,0,0,1,0
170000.0,27,0,0,0,0,0,0,766255.0,32600.0,1,0,0,1,0,0,0,1,0
50000.0,23,0,0,0,0,0,0,136428.0,37159.0,0,1,0,1,0,0,0,1,0
200000.0,50,-1,-1,-1,-1,-1,-1,2340.0,2340.0,0,1,0,0,1,0,1,0,0
120000.0,27,-1,2,-1,0,-1,-1,27313.0,18799.0,0,1,1,0,0,0,0,1,0
300000.0,27,0,0,0,0,0,-1,53151.0,11698.0,0,1,0,1,0,0,0,1,0
30000.0,39,2,0,0,2,2,0,86617.0,9500.0,0,1,0,1,0,0,1,0,0
90000.0,26,-1,-1,-1,-1,-1,0,41743.0,34294.0,1,0,1,0,0,0,0,1,0
120000.0,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0,1,1,0,0,0,0,1,0
50000.0,32,0,0,0,0,0,0,122499.0,44716.0,0,1,0,1,0,0,1,0,0
230000.0,43,0,0,0,0,0,0,537742.0,28455.0,0,1,0,1,0,0,1,0,0
240000.0,44,-2,-1,-1,2,2,3,26385.0,4090.0,0,1,0,1,0,0,1,0,0
130000.0,38,0,0,0,-1,-1,-1,680938.0,287768.0,1,0,0,1,0,0,0,1,0
500000.0,33,-1,-1,-1,-1,-1,-1,25266.0,16734.0,0,1,0,1,0,0,1,0,0
200000.0,48,0,0,-1,2,2,2,81849.0,19980.0,0,1,0,1,0,0,1,0,0
20000.0,24,3,2,2,2,2,2,1932.0,0.0,0,1,0,1,0,0,0,1,0
110000.0,30,0,0,3,2,2,2,388311.0,22700.0,1,0,0,1,0,0,1,0,0
210000.0,41,2,2,2,2,2,2,540147.0,22200.0,1,0,0,1,0,0,1,0,0
60000.0,41,0,0,2,-1,-1,-1,110840.0,25256.0,1,0,0,1,0,0,1,0,0
50000.0,32,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,0,1,0,0,1,0,0
90000.0,30,2,2,2,2,2,0,441353.0,14800.0,1,0,0,1,0,0,0,1,0
100000.0,40,0,0,0,0,0,0,276655.0,10473.0,0,1,0,0,1,0,1,0,0
360000.0,59,-2,-2,-2,-1,0,-1,130265.0,129227.0,1,0,1,0,0,0,1,0,0
300000.0,31,0,0,0,0,0,0,1259623.0,45699.0,1,0,0,1,0,0,0,1,0
120000.0,34,0,0,0,0,0,0,510323.0,18522.0,0,1,0,1,0,0,1,0,0
50000.0,23,0,0,0,0,0,2,302180.0,13300.0,0,1,1,0,0,0,0,1,0
180000.0,40,-1,-1,-1,-1,-1,-2,30219.0,32770.0,0,1,0,1,0,0,1,0,0
230000.0,39,1,2,2,2,2,0,1523359.0,44576.0,1,0,1,0,0,0,1,0,0
80000.0,25,0,0,0,0,0,0,417298.0,17900.0,0,1,0,1,0,0,1,0,0
170000.0,25,-1,-1,-1,-1,-1,-1,22123.0,11355.0,0,1,1,0,0,0,0,1,0
160000.0,40,-1,-1,-2,-2,-2,-2,6102.0,0.0,0,1,0,1,0,0,1,0,0
70000.0,23,0,0,0,0,0,0,360240.0,12247.0,0,1,0,1,0,0,0,1,0
340000.0,29,0,0,0,0,0,0,983147.0,37700.0,1,0,1,0,0,0,0,1,0
280000.0,34,0,0,0,0,0,0,1595840.0,564885.0,1,0,1,0,0,0,1,0,0
150000.0,32,1,2,2,2,2,2,853155.0,34375.0,1,0,0,1,0,0,0,1,0
200000.0,41,-1,-1,-1,-1,-1,-1,35354.0,35265.0,0,1,1,0,0,0,0,1,0
360000.0,31,-1,-1,-1,-1,-1,-2,78497.0,70432.0,0,1,1,0,0,0,0,1,0
50000.0,32,-2,-2,-2,-2,-2,-2,21593.0,31178.0,0,1,0,1,0,0,1,0,0
80000.0,30,0,0,0,-1,0,0,202896.0,42085.0,0,1,0,0,1,0,0,1,0
50000.0,22,2,2,2,2,2,2,96605.0,5000.0,0,1,0,1,0,0,0,1,0
50000.0,26,2,-1,-1,-1,-1,-1,1455.0,2037.0,1,0,0,1,0,0,0,1,0
110000.0,26,0,0,0,0,0,0,406275.0,26032.0,1,0,0,1,0,0,0,1,0
30000.0,25,0,0,0,0,0,0,180739.0,12412.0,1,0,0,1,0,0,0,1,0
40000.0,43,2,2,7,7,7,7,14400.0,0.0,1,0,0,0,1,0,0,1,0
100000.0,37,0,0,0,0,0,0,441234.0,17446.0,0,1,1,0,0,0,1,0,0
120000.0,24,0,0,0,0,0,-1,138280.0,14882.0,0,1,0,1,0,0,0,1,0
500000.0,31,1,-1,-1,-1,-1,0,167386.0,125373.0,0,1,1,0,0,0,0,1,0
230000.0,46,-1,-1,-1,0,0,0,8186.0,3334.0,1,0,1,0,0,0,1,0,0
100000.0,25,0,0,0,-1,-1,-1,15355.0,7067.0,0,1,0,1,0,0,0,1,0
210000.0,30,-2,-2,-2,-2,-2,-2,0.0,0.0,0,1,1,0,0,0,0,1,0
50000.0,25,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,0,1,0,0,0,1,0
250000.0,50,0,0,0,0,-2,-1,542875.0,16200.0,1,0,0,1,0,0,1,0,0
500000.0,29,0,0,0,0,0,0,1589264.0,44529.0,0,1,0,1,0,0,0,1,0
200000.0,34,0,0,2,0,0,-1,34467.0,6472.0,0,1,0,0,1,0,0,1,0
360000.0,34,0,0,0,0,0,0,1493513.0,55450.0,0,1,0,1,0,0,0,1,0
260000.0,31,-1,-1,-1,-1,-1,-1,1956.0,2100.0,1,0,0,1,0,0,0,1,0
120000.0,26,0,0,0,0,0,0,606085.0,28278.0,1,0,0,1,0,0,0,1,0
50000.0,24,1,2,2,2,2,2,147471.0,6600.0,1,0,0,1,0,0,0,1,0
240000.0,45,0,0,0,0,0,0,799311.0,30253.0,1,0,0,0,1,0,1,0,0
130000.0,46,2,0,0,0,0,0,290018.0,10175.0,1,0,0,0,0,1,0,1,0
20000.0,23,0,0,0,2,0,0,103005.0,6428.0,1,0,0,1,0,0,0,1,0
150000.0,28,-1,0,0,0,0,0,244316.0,26219.0,0,1,0,0,1,0,0,1,0
110000.0,40,0,0,0,0,0,0,561902.0,21071.0,0,1,0,0,1,0,1,0,0
120000.0,27,0,0,0,0,0,0,158272.0,10980.0,1,0,0,1,0,0,0,1,0
120000.0,36,-1,-1,-1,-1,-1,-1,2372.0,2922.0,1,0,0,1,0,0,0,1,0
160000.0,45,-1,-1,-1,-1,-1,-1,61203.0,71934.0,0,1,0,1,0,0,1,0,0
210000.0,40,-1,-1,-1,-1,-1,-1,18875.0,16000.0,0,1,0,1,0,0,1,0,0
240000.0,41,-2,-2,-2,-2,-2,-2,65716.0,66786.0,1,0,1,0,0,0,0,1,0
410000.0,29,0,0,0,0,0,0,267868.0,24984.0,1,0,1,0,0,0,0,1,0
200000.0,38,-1,-1,-1,-1,-1,-1,35688.0,32523.0,1,0,1,0,0,0,1,0,0
90000.0,34,0,0,0,2,2,2,253776.0,20640.0,0,1,1,0,0,0,0,1,0
100000.0,27,0,0,0,0,0,0,437694.0,15333.0,0,1,1,0,0,0,0,1,0
360000.0,27,0,-1,0,-1,-1,-1,315124.0,257333.0,0,1,1,0,0,0,0,1,0
470000.0,37,0,0,0,0,0,0,876963.0,207170.0,1,0,1,0,0,0,1,0,0
230000.0,39,-1,-1,0,-1,-1,-2,8991.0,4809.0,1,0,0,0,1,0,1,0,0
50000.0,39,1,2,2,3,2,0,166600.0,7000.0,1,0,0,1,0,0,1,0,0
380000.0,38,0,0,0,0,0,0,1042491.0,41067.0,0,1,0,1,0,0,0,1,0
300000.0,31,-1,-1,-1,-1,-1,-1,73523.0,75798.0,0,1,1,0,0,0,0,1,0
360000.0,42,0,0,0,0,0,0,1127200.0,85224.0,0,1,1,0,0,0,1,0,0
20000.0,46,0,0,0,0,0,0,70586.0,4887.0,0,1,0,1,0,0,1,0,0
210000.0,34,0,0,0,0,0,0,520037.0,19337.0,0,1,0,1,0,0,1,0,0
180000.0,32,2,2,2,2,2,0,97499.0,12800.0,0,1,0,1,0,0,1,0,0
130000.0,26,0,-1,0,0,0,0,315982.0,138572.0,1,0,1,0,0,0,0,1,0
10000.0,35,0,0,0,0,0,0,54902.0,5920.0,1,0,0,0,1,0,0,1,0
160000.0,39,-2,-2,-2,-2,-2,-2,4555.0,4986.0,0,1,1,0,0,0,1,0,0
50000.0,52,1,2,0,0,2,2,191307.0,7241.0,0,1,0,0,1,0,1,0,0
100000.0,23,-1,-1,-1,-1,-1,-1,1746.0,1746.0,1,0,0,1,0,0,0,1,0
500000.0,53,-1,-1,-1,-1,-1,2,117949.0,100587.0,1,0,0,0,1,0,0,1,0
100000.0,54,2,2,2,3,2,2,514356.0,21320.0,1,0,0,0,1,0,1,0,0
140000.0,48,0,-1,-1,-1,-1,-1,27095.0,27501.0,0,1,0,1,0,0,1,0,0
300000.0,35,-1,-1,-1,-1,-1,-1,3855.0,5559.0,0,1,1,0,0,0,0,1,0
240000.0,42,0,0,0,0,0,0,357046.0,41949.0,1,0,1,0,0,0,1,0,0
50000.0,42,-1,-1,2,-1,-1,2,17892.0,14501.0,0,1,0,1,0,0,1,0,0
190000.0,35,0,0,0,0,0,0,1132734.0,43999.0,0,1,0,1,0,0,1,0,0
140000.0,61,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,0,0,1,0,0,1,0
400000.0,27,0,0,0,0,0,0,76453.0,16521.0,1,0,0,1,0,0,0,1,0
40000.0,48,0,0,0,0,0,0,235049.0,6618.0,0,1,0,0,0,1,1,0,0
280000.0,30,0,0,0,0,0,0,1298076.0,49229.0,1,0,0,1,0,0,0,1,0
500000.0,31,-1,-1,-1,-1,-1,-1,5737.0,7071.0,0,1,1,0,0,0,0,1,0
350000.0,43,-2,-2,-2,-2,-2,-1,36504.0,54429.0,1,0,1,0,0,0,1,0,0
50000.0,40,0,0,0,0,0,0,205466.0,8000.0,1,0,0,1,0,0,0,1,0
200000.0,37,-1,-1,-1,-1,-1,-1,12884.0,8849.0,1,0,1,0,0,0,1,0,0
320000.0,45,-1,-1,-1,-1,-1,-1,18043.0,16774.0,1,0,0,1,0,0,1,0,0
20000.0,30,0,0,0,0,0,0,126617.0,6746.0,1,0,0,1,0,0,0,1,0
360000.0,28,0,0,0,0,0,0,1641094.0,132906.0,0,1,0,1,0,0,0,1,0
360000.0,27,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,1,0,0,0,0,1,0
70000.0,48,-1,-1,-1,-1,0,-1,19701.0,14958.0,0,1,0,1,0,0,1,0,0
230000.0,32,0,0,0,0,0,0,644754.0,21654.0,1,0,0,1,0,0,0,1,0
20000.0,45,0,0,0,0,0,0,141600.0,3600.0,1,0,0,0,1,0,1,0,0
230000.0,37,-1,-1,-1,-1,-1,-1,70488.0,68082.0,1,0,1,0,0,0,1,0,0
500000.0,39,2,0,0,2,2,2,510169.0,127639.0,1,0,1,0,0,0,1,0,0
50000.0,29,0,-1,-1,2,0,0,89084.0,17000.0,1,0,1,0,0,0,0,1,0
380000.0,40,-2,-2,-2,-2,-2,-2,120670.0,257315.0,0,1,1,0,0,0,1,0,0
30000.0,45,1,2,2,2,2,2,152738.0,9389.0,0,1,0,1,0,0,1,0,0
260000.0,30,0,0,0,2,0,0,48880.0,10000.0,1,0,0,1,0,0,0,1,0
430000.0,29,2,0,0,0,0,0,484610.0,20984.0,0,1,0,1,0,0,0,1,0
80000.0,26,1,2,2,2,2,2,446630.0,15808.0,1,0,0,0,1,0,0,1,0
110000.0,35,0,0,0,0,0,0,346737.0,44033.0,1,0,0,1,0,0,1,0,0
280000.0,27,1,2,0,0,0,0,1482216.0,33967.0,0,1,0,1,0,0,0,1,0
240000.0,35,-1,-1,-1,0,-1,0,35971.0,40114.0,0,1,1,0,0,0,1,0,0
320000.0,31,-1,-1,-1,0,-1,-1,150852.0,103419.0,0,1,1,0,0,0,0,1,0
120000.0,37,-2,-2,-2,-2,-2,-1,14202.0,11062.0,0,1,0,0,1,0,1,0,0
250000.0,46,-1,-1,-1,-1,-1,-1,9152.0,27170.0,1,0,1,0,0,0,1,0,0
70000.0,49,-1,-1,-1,-1,-1,-1,9699.0,9218.0,1,0,1,0,0,0,1,0,0
170000.0,31,0,0,-1,0,0,0,79668.0,26972.0,0,1,1,0,0,0,0,1,0
20000.0,22,0,0,0,0,0,0,115711.0,6901.0,0,1,1,0,0,0,0,1,0
30000.0,41,3,2,2,-1,-1,-1,17780.0,20812.0,0,1,0,1,0,0,1,0,0
200000.0,34,-1,-1,0,-1,-1,-1,82016.0,85377.0,0,1,0,1,0,0,0,1,0
50000.0,30,0,0,0,0,0,0,186627.0,35039.0,1,0,0,1,0,0,0,1,0
200000.0,30,-1,-1,-1,-1,-1,-1,7611.0,7824.0,0,1,1,0,0,0,0,1,0
160000.0,26,-1,-1,-1,-1,-1,-1,6932.0,7546.0,0,1,0,1,0,0,1,0,0
360000.0,58,0,0,0,-2,-2,-2,71486.0,1318.0,0,1,0,0,1,0,0,0,1
240000.0,30,-2,-2,-2,-2,-2,-2,51090.0,43431.0,0,1,1,0,0,0,0,1,0
630000.0,41,-1,0,-1,-1,-1,-1,41007.0,23370.0,0,1,0,1,0,0,0,1,0
170000.0,47,-2,-2,-2,-2,-2,-2,1521.0,0.0,1,0,0,0,1,0,1,0,0
50000.0,27,2,2,2,2,2,2,173459.0,8200.0,0,1,0,0,1,0,1,0,0
20000.0,45,0,0,0,0,2,0,97897.0,5487.0,0,1,0,1,0,0,1,0,0
160000.0,31,-2,-2,-2,-1,-1,-1,450.0,628.0,0,1,1,0,0,0,0,1,0
400000.0,35,-1,-1,-1,-1,-1,-1,56652.0,55511.0,0,1,0,0,1,0,0,1,0
30000.0,43,2,2,2,2,2,2,100228.0,6000.0,1,0,0,1,0,0,0,0,1
200000.0,31,-1,-1,-1,-1,-1,-1,57733.0,76029.0,0,1,0,1,0,0,0,1,0
